symbol,IV30D,IV180D,stock_price
JNJ,0.21196114206706765,0.21703176621856082,245.14930725097656
JPM,0.2814783559518163,0.2814783559518163,301.68
KDP,0.25209057114439365,0.24645398581986622,30.59
KEY,0.3257723322721532,0.31432253445855285,21.34
KEYS,0.3431605840638864,0.3980411146507776,306.5
KHC,0.28304937005311215,0.28304937005311215,24.36
KIM,0.23285985592663477,0.22713814672867988,23.23
KLAC,0.5186367810705697,0.5008834028219826,1552.3400000000001
KMB,0.24671962302321448,0.24957729715936933,109.34
KMX,0.5180323663668724,0.5180323663668724,42.36
KNX,0.3779896080362846,0.3891529593414455,58.9
KO,0.18304816627538478,0.18304816627538478,80.44
LAD,0.3635012659425175,0.39163982139625475,279.41
LBRT,0.6199566755439894,0.6217106986957769,28.23
LDOS,0.2938558009611403,0.3217221453217115,170.35
LECO,0.29398000590489604,0.29925879239975955,285.34000000000003
LEN,0.43954198046858406,0.40490152021355696,109.72
LH,0.23593875844622786,0.249579453079979,282.12
LHX,0.31215406923363864,0.3020904608552585,344.31
LII,0.35331524244488244,0.3688123518089404,539.38
LIN,0.21979696921906172,0.23785239828372917,506.12
LITE,1.1438377531736768,1.1106641408935474,743.5
LLY,0.35721812906832295,0.37832612050335096,1038.08
LMND,0.7902331104738969,0.7902331104738969,51.54
LMT,0.3256059014710696,0.3126855898260843,649.45
LNT,0.2066154811513482,0.22378151184010397,71.58
LPLA,0.4186860045769643,0.43091309533628297,316.3
LPX,0.4220859829755332,0.4250036316951435,82.44
LRCX,0.6266401286248571,0.611912898614437,248.8
LRN,0.4595067475912926,0.5787281675322717,83.96000000000001
LSCC,0.5102903093513426,0.5102903093513426,101.03
LSTR,0.409728118099424,0.38892585721734424,144.47
LULU,0.5999092079442402,0.5999092079442402,180.96
LUNR,1.3111998690853541,1.1658785239333587,16.37
LUV,0.4598852558420007,0.45882012553681106,49.83
LVS,0.3911899496472605,0.39535171021729076,54.06
LW,0.32060279278807646,0.32060279278807646,46.61
LYB,0.4409050260827184,0.43908314758142286,56.480000000000004
LYFT,0.5109517951233477,0.5109517951233477,13.38
LYV,0.3725174080409036,0.3406725486422528,157.03
M,0.5865121088160192,0.5041400518706,20.36600112915039
MA,0.2655192702968152,0.2663556986532042,506.99
MAA,0.18412462559597767,0.22636423696143348,133.83
MANH,0.46860770916622685,0.46198265908587316,135.35
MAR,0.27444130161406133,0.29144307442277034,345.19
MAS,0.33234884988298125,0.3299555665067244,71.63
MASI,0.07138143950278147,0.07138143950278147,175.35
MAT,0.3649396029193948,0.39699393734795274,16.8
MCHP,0.4805019581597477,0.4805019581597477,75.61
MCK,0.2578669705091332,0.28810430024799927,959.1
MDB,0.9452819165443216,0.7016149114299205,312.6
MDGL,0.48121598634822954,0.6094262769467421,436.26
MDLZ,0.22638003924415484,0.22638003924415484,60.1
MEDP,0.3884508961254738,0.4416774095548999,438.82
MELI,0.40299046928243554,0.4311205801005896,1735.18
MET,0.2769422934914529,0.2857872126449162,74.64
META,0.3144294428688207,0.36852574945612854,650.2000122070312
MGM,0.4212357305864146,0.4212357305864146,35.26
MHK,0.36792894441697255,0.3894004603503206,123.54400634765625
MKC,0.23556425558264227,0.23556425558264227,68.66
MKSI,0.6378157182389759,0.6239925018051251,257.0151062011719
MLI,0.3038541055753512,0.30185983256130827,119.0
MLM,0.2640169820233393,0.26407326263069014,677.4155883789062
MMYT,0.6083055436650328,0.5334964652747068,57.08
MNDY,0.7571497055734202,0.7894304018843382,73.55
MNST,0.36066449605839956,0.3174013803965986,85.64
MO,0.1969154668959797,0.217414854617021,69.23
MOS,0.41741342058469505,0.4353088171314079,27.29
MP,0.7511111799407486,0.6772769957433205,59.39
MPWR,0.5026955987307917,0.5026955987307917,1224.81
MRK,0.266085262974378,0.266085262974378,123.16
MRNA,0.8135336474919372,0.8135336474919372,52.32
MRVL,0.7050572708896377,0.7050572708896377,80.19
MS,0.33989638737977496,0.3333973803467505,173.34
MSI,0.1992184548760626,0.24488842222227433,469.25
MSTR,0.7845915865217328,0.8251549155987374,134.3
MTB,0.27995376652914183,0.27121958404483276,222.06
MTCH,0.384260104930942,0.384260104930942,31.3
MTD,0.288010331376466,0.29408679212196964,1386.66
MTN,0.5092433014377373,0.40700944194340855,138.56
MTZ,0.6130014452169084,0.5050528969517818,288.56
MU,0.7964165451395822,0.7197343471653019,427.4047546386719
MUSA,0.3727326882789259,0.3708516131737544,383.53000000000003
NBIS,0.9579841987620827,0.9181105318523984,105.35000000000001
NBIX,0.2974388428760515,0.3925113841102648,131.99
NCLH,0.6299287442692203,0.6299287442692203,23.87
NDAQ,0.29273536319526716,0.2884415075775478,84.05
NDSN,0.2184138480489356,0.2451169841108189,291.24
NEE,0.2597338255732775,0.2597338255732775,95.54
NEM,0.5273383047486631,0.4983429141568469,126.78
NET,0.5994844689006207,0.5994844689006207,169.27
NEU,0.3042233867701526,0.2970699607457681,615.92
NFLX,0.4124293669909526,0.4124293669909526,82.26
NI,0.23111772984045664,0.23130379787004218,46.58
NICE,0.4370537803754143,0.4934045067736799,110.95
NKE,0.46419798642045657,0.3776184465522228,63.620000000000005
NLY,0.19694471634419602,0.19694471634419602,22.830000000000002
NOC,0.3370300314485672,0.31279252253648804,710.92
NOV,0.3869642417585708,0.43575073955189986,20.17
NOW,0.5184151575568687,0.530077927255545,103.46000000000001
NRG,0.4359407978531359,0.4483069283816625,182.94
NSC,0.2084004541848243,0.22317509017708437,311.27
NTAP,0.48867372722534663,0.4036520369241568,101.91
NTES,0.3859985215443594,0.40010870355875056,115.31
NTNX,0.7854546787775991,0.6071976065804227,37.82
NTR,0.32238695873848805,0.3300104741867973,71.99
NTRA,0.5943368024622603,0.5071899202274364,213.05
NU,0.4988678927813469,0.4318672929966969,16.75
NUE,0.34912607431709114,0.36938198372739395,176.10684204101562
NVMI,0.576497247759876,0.5922699550223666,462.23
NVO,0.4561317722591632,0.4561317722591632,37.910000000000004
NXE,0.7776824336985773,0.7697884794255887,12.84
NXPI,0.416508536199241,0.41364264114374016,234.11
NXT,0.661937271834328,0.6389859413069588,118.3
NYT,0.26310309581425034,0.27693047696354595,77.25
O,0.18771307321273098,0.1915146156790384,65.86
OC,0.37497634448025485,0.383440147751071,123.39
ODFL,0.37617705759654674,0.40155298924394445,189.67000000000002
OHI,0.20660888601693786,0.22108930511738056,47.42
OKE,0.29538051864626236,0.28788131989358506,81.39
OKLO,0.976883573984614,0.976883573984614,67.06
OKTA,0.6900420397387605,0.5559420836609134,72.15
OLED,0.4234987245533449,0.40790179655536263,106.14179229736328
OLLI,0.5062884152656699,0.4200071787228778,106.78
OMF,0.35650449086124186,0.36467872889724035,56.23337936401367
ONDS,1.234896441689409,1.1579132876845692,10.805
ONON,0.6386013203971634,0.5296740588744014,46.660000000000004
ONTO,0.5736905267425374,0.6053504063360202,224.88
ORLY,0.28361612452730356,0.2913430440210552,91.81
OSCR,0.668360000818552,0.7336343406703622,12.92
OSK,0.3400850382766083,0.3531292967674747,173.55
OTIS,0.2033313403937593,0.2216973617379371,89.75
OVV,0.40032690006618266,0.4000492816509141,49.13
OWL,0.6721948496367417,0.6721948496367417,11.13
OXY,0.36910529505690304,0.36910529505690304,50.76
PAAS,0.6293749298318793,0.6113497247999817,65.49
PATH,0.9580493710439822,0.782473669953559,9.86
PAYC,0.473456404269217,0.44833538712510734,123.03
PAYX,0.37596295271858426,0.36769811529743196,90.12
PB,0.3073017256681473,0.30081091099101004,71.31
PBF,0.6661764121855175,0.6671558151248095,34.847900390625
PBR,0.3725350975259443,0.3363063564713088,16.66
PCAR,0.274540108010476,0.30089433570854923,124.65
PCG,0.28728786055773164,0.28728786055773164,18.62
PCOR,0.4849928710286844,0.5073724095191688,52.620000000000005
PCTY,0.46408919574769814,0.4936679816209171,104.01
PEG,0.272747540077949,0.26149675112381326,86.33
PEGA,0.5314825605153783,0.5656866699356915,42.933433532714844
PEN,0.19744380933574043,0.13635321249256804,339.3443908691406
PFE,0.24686245894873482,0.24686245894873482,27.0
PFG,0.23050015310918498,0.25034675770720477,94.51
PFGC,0.2781583819830405,0.28086439148402853,94.60000000000001
PFSI,0.3459862802133072,0.3829636373660834,92.33
PG,0.19968455782945832,0.19724734920640563,163.67000000000002
PGR,0.3006980527876746,0.29998550044918243,203.43
PH,0.2618196301735615,0.28052431292721447,1012.9200000000001
PHM,0.36056245478746785,0.35177390800504854,135.02
PI,0.7215734270407461,0.7001455834670193,125.44
PINS,0.5305316617651507,0.6009388860441554,17.3
PKG,0.29535221969369313,0.28513719225767753,226.70000000000002
PL,1.2813935116264923,1.2813935116264923,25.3
PLD,0.2525487388160311,0.2625420127111272,140.03
PLNT,0.34088245354572044,0.3849595184625788,79.99
PLTR,0.5458832042606865,0.5840149421300824,135.49
PM,0.2363545081712481,0.26087847630305827,188.85
PNC,0.2787726054986861,0.2773099825507938,221.78
PNFP,0.3605120902383024,0.34524980462663496,95.63118743896484
PNR,0.27186410505070646,0.2934968330343036,101.46000000000001
PNW,0.21887841192845167,0.20931231159406252,99.84
PODD,0.3639500363813759,0.4133468247033173,247.62501525878906
POOL,0.3241356107010581,0.3241356107010581,213.49
POST,0.2426326803294367,0.26152635080889786,104.25
POWL,0.6959760092975695,0.7571579049555028,547.25
PPG,0.24306662422781386,0.26263726191868914,123.42
PPL,0.1974907045844712,0.18622412071678707,38.19
PR,0.454308841754999,0.4286993947394211,17.59
PRAX,0.6438668836317835,0.7217610980421196,349.96
PRMB,0.5765306616999388,0.4854493591189914,19.330000000000002
PRU,0.2743266098125086,0.2732531499625143,100.4
PSA,0.2141887623899334,0.2141887623899334,299.48
PSX,0.3496687771620425,0.3496687771620425,150.76
PTC,0.32321539034431995,0.34091031869593713,153.99
PWR,0.40015395877363086,0.40749152440996805,570.21
PYPL,0.47017064984215984,0.47017064984215984,46.69
QBTS,1.0476447331642602,1.0014101024321462,19.525000000000002
QCOM,0.3288015314085544,0.3650158294849011,144.37
QGEN,0.5364624761120378,0.5364624761120378,48.44
QRVO,0.35744179297572,0.39479105050838237,82.36
QSR,0.2279381045670329,0.23593153700296388,67.62
QXO,0.6073088606112018,0.5687815128114497,24.560000000000002
RACE,0.3149225560818828,0.3149225560818828,375.53000000000003
RBA,0.41921871179577663,0.41921871179577663,99.36
RBC,0.27071554219237537,0.2942206550408214,565.8100000000001
RBRK,0.9338517858163882,0.7818856737292799,51.52
RCAT,1.245233842161837,1.1485641593994291,12.89
RDDT,0.7093609966536607,0.7621516120141771,146.42000000000002
REG,0.1534957175631227,0.1534957175631227,77.88
REGN,0.3854363133276656,0.38394393282205574,789.6871337890625
RELX,0.3509446043736854,0.35680981856683447,32.83
RF,0.29155909025088866,0.2812986643188656,28.89
RGEN,0.449833448478109,0.4544163534549534,132.11
RGLD,0.4832965496558248,0.46011302071619575,290.02
RGTI,1.0348726301721656,1.0348726301721656,17.41
RH,0.7262125494203886,0.6956030582156241,182.21
RHI,0.5282530322041061,0.5446031786189142,23.64
RIO,0.3240049702118042,0.3240049702118042,101.14
RITM,0.2444032860793404,0.2529076406292079,10.19
RIVN,0.6218977115239845,0.6618482701013991,15.47
RJF,0.302738490156978,0.3140088541553613,159.47
RKLB,0.9494591689027259,0.8882175531859058,71.3
RKT,0.721320719189379,0.721320719189379,17.23
RL,0.3273574419381383,0.32660257222596045,377.38
RMBS,0.6956598687205644,0.7583682239332681,100.24000000000001
RMD,0.2851023139331817,0.3004365585069261,251.78
RNR,0.24514100364569674,0.2624304158333295,297.31
ROIV,0.3968093133513409,0.5483723613146626,28.51
ROKU,0.5226759560984893,0.5226759560984893,92.57000000000001
ROL,0.23653516213810477,0.2570272254041863,59.050000000000004
ROP,0.3549375769433344,0.3401577782483089,343.25
RPM,0.2831564415581765,0.2830458561883791,114.21000000000001
RPRX,0.2402134225592118,0.2402134225592118,45.253997802734375
RRC,0.4089581741258464,0.40278476098430416,38.805
RRX,0.42212125374084125,0.4597213876318555,222.09
RS,0.27301904453259906,0.28214182079717537,316.755126953125
RSG,0.19692920855271773,0.1989664203973316,219.21
RTX,0.30399216871100665,0.3088979869279417,196.4
RUN,0.9748126437609834,0.8398982732197513,19.57
RVMD,0.6909249143427487,0.7599153248243734,103.83
RVTY,0.4620450512118115,0.41628917349509503,97.12
RY,0.20484577651358704,0.20462358866865152,173.88
S,0.7610994831739886,0.7610994831739886,12.91
SAN,0.36113836859951914,0.3426424413219184,13.215
SANM,0.587562046233836,0.6029084900539218,163.13
SAP,0.35689239070378365,0.35689239070378365,197.01
SARO,0.38472949794701405,0.38472949794701405,31.34
SATS,0.6379172248079151,0.6379172248079151,107.4
SBAC,0.30937417403800493,0.29209661746349674,197.64000000000001
SCCO,0.5813173134870135,0.5813173134870135,219.36
SCHW,0.30190632640218257,0.2943453377018022,95.38
SCI,0.25304259584064737,0.2812518575948328,80.72
SE,0.7072252470666786,0.5886603415886135,103.38
SF,0.3563077766493746,0.3327102336471492,115.47
SFM,0.40997231074502755,0.47968593248603775,74.92
SGI,0.33902821185098786,0.36313296446334276,87.14
SHAK,0.6150886921016623,0.5406060728840227,91.37
SHW,0.226933005743516,0.2451123935485026,355.63
SIRI,0.32372685855142325,0.32372685855142325,20.91
SITE,0.3217943738861534,0.3670096344130738,140.61
SITM,0.744370100591524,0.7644653537652768,422.89
SJM,0.32064984756828924,0.28790943905986005,105.64
SLB,0.38827795908427926,0.36210851404251654,51.31
SM,0.6014683244552869,0.5677691440584005,21.955000000000002
SMCI,0.7073382703065341,0.7073382703065341,32.49
SMR,1.1606665996318757,1.1606665996318757,13.26
SMTC,0.8272412530924931,0.7289065762274317,93.73
SN,0.45270306723671017,0.46322571938871143,129.55
SNA,0.20439746759174454,0.22147162920547536,387.39
SNOW,0.7557488277722251,0.6179591851891186,167.34
SNPS,0.5905955787451868,0.5140282594959453,447.34000000000003
SNX,0.28660212036344135,0.3279972297993854,158.51
SNY,0.2592975675659987,0.2627314095549053,47.59
SO,0.21418386826643,0.21418386826643,95.22
SOFI,0.6223092358340339,0.651754258896319,19.32
SONY,0.3094590224759713,0.3094590224759713,21.41
SPG,0.20028143757755404,0.22666687564600074,200.43
SPOT,0.43868937962346066,0.47220693846054507,468.39
SQM,0.6325293691513763,0.5111265757708429,80.06
SRE,0.2618515417815706,0.24741721272944606,93.75
SSNC,0.3411093229148059,0.333532057057134,72.73
STE,0.19814487141399934,0.21848050069318467,249.94
STM,0.44490588415935606,0.46615744493361294,34.27
STRL,0.8300992897626273,0.6945487223837703,464.99
STT,0.31411740716755554,0.31738404917700147,130.85
STX,0.7261645881797882,0.7266887386381716,425.89
STZ,0.30936288757043917,0.3207720837847701,155.51
SU,0.3128217185692709,0.3026476244388691,55.52
SUI,0.24992645790356305,0.2530185500485165,132.41
SW,0.3690982604431794,0.39216678575405706,45.550000000000004
SWK,0.37670349304295797,0.37518454655812494,85.75
SWKS,0.44703670771533227,0.485364777857895,59.49
SYF,0.37119714438464213,0.360884016819492,72.83
SYK,0.22832696176037137,0.2377925807518196,384.08
SYM,0.7985477363959126,0.8261581392337182,56.84
SYY,0.19424221746696677,0.19408730726652143,88.79
TAP,0.28850732975859994,0.28027930455567424,47.18
TD,0.22665098815376003,0.21381066805481527,97.08
TDG,0.27188519486592855,0.28756028692633173,1280.17
TDY,0.2545425138756082,0.24888217559369305,679.04
TEAM,0.8690106694996451,0.8690106694996451,72.39
TECH,0.4530587568235892,0.4745533382308482,58.13
TECK,0.44076622944169674,0.4413203362420586,61.26
TEL,0.3444690759567563,0.35423909429528333,241.03
TEM,0.7277222459447794,0.7277222459447794,53.54
TER,0.6225569470022614,0.6602913800284528,341.3
TEVA,0.35538144447656883,0.39848651396151835,33.94
TEX,0.4256722270925106,0.44988239197135954,68.71000000000001
TFC,0.29374847490277733,0.30286652934331304,50.45
TFX,0.4617885809248766,0.40380293002222456,111.55
TGT,0.48465112884490064,0.3805087326667799,115.89
TJX,0.22874573563159376,0.22874573563159376,157.78
TKO,0.40592704287139636,0.3532009275505509,205.38
TLN,0.5906846407805583,0.5906846407805583,384.78000000000003
TMDX,0.6023875744984517,0.6362156737116829,133.91
TME,0.48293589799532266,0.47114097776680464,14.725000000000001
TMO,0.29871486650490786,0.30266180696061984,514.99
TMUS,0.27243083100214605,0.29572675807511134,219.34
TPG,0.5045946129535454,0.5074439187145507,44.26
TPL,0.5494000093842433,0.523241483079194,508.05
TPR,0.4101765209886495,0.4099500279238416,155.62
TRGP,0.32076101610257113,0.3112388843209385,228.18
TRI,0.46002237349431807,0.45140412821858655,99.71000000000001
TRMB,0.3697560426535729,0.358860653968171,67.48
TROW,0.27423832408373605,0.2832418990526898,95.31
TRP,0.22468967876015644,0.226622949621176,63.18
TRU,0.4306881130402614,0.4383735277373324,73.56
TRV,0.22423997469270068,0.22102979749382337,306.11
TSEM,0.6752945903149083,0.6594334470379387,127.28
TSLA,0.4128204600592905,0.4793901066495424,414.25
TSM,0.4576787734960578,0.4685642559929417,385.95
TSN,0.2262142133599104,0.2618544664198756,61.910000000000004
TT,0.2649714012524425,0.2872717370273908,459.1
TTAN,0.7809703758894724,0.6982596210877743,65.94
TTD,0.8866737167356564,0.8866737167356564,25.25
TTE,0.2514476088849166,0.2390600043866073,79.58
TTEK,0.3433252906302421,0.3708132460866625,33.25
TTWO,0.3988300377832409,0.3988300377832409,206.36
TW,0.3111201105706543,0.30787941736262636,120.73
TXN,0.347751432855774,0.35413961068753674,213.39000000000001
TXRH,0.2706923011064061,0.2706923011064061,180.01
TXT,0.2609484307668261,0.2723054635714127,96.91
TYL,0.4660919926304517,0.4427836520928352,333.28000000000003
U,0.8288505900696288,0.8102339505982598,18.01
UBER,0.3772482430607766,0.3772482430607766,72.58
UBS,0.28485357849504145,0.27697914939304313,41.410000000000004
UDR,0.23652912277582272,0.2370726044122153,37.52
UEC,0.9192789165562563,0.8587562393497775,16.125
UHS,0.42759059816718736,0.42759059816718736,233.47
UL,0.18373321190018266,0.19876950600451945,73.36
UMC,0.5244165998246499,0.5365342747907145,10.56
UNH,0.3294811529942401,0.3684948608225441,281.53000000000003
UNP,0.24214251681181542,0.24678590306185033,265.16
UPS,0.2841166702877824,0.2841166702877824,113.83
UPST,0.7041141126175914,0.7041141126175914,28.78
URI,0.37156736307935,0.3749029500257392,854.32
USAR,1.0170268821578543,1.0170268821578543,20.5
USB,0.2397547184073474,0.2397547184073474,55.730000000000004
USFD,0.2540688927234933,0.26951490489101576,95.92
UTHR,0.4560913411169613,0.4151200348944284,530.57
UUUU,1.0637759936019935,0.9758775496373729,23.46
V,0.2515112903195937,0.2515112903195937,312.27
VALE,0.31664678100950416,0.3630599220824661,17.46
VEEV,0.6177913578921064,0.5347735396793267,176.46
VFC,0.5032410860918216,0.5451066759422507,19.69
VIAV,0.5565007550633467,0.5922335954464975,30.89
VICI,0.20431041843233694,0.21280652286776888,29.93
VIK,0.4665834815818492,0.4330049106997431,79.37
VLO,0.38436671454994015,0.3656720353867506,196.6200408935547
VLTO,0.23305064234545003,0.2486987950041728,94.17
VLY,0.338814905620069,0.34550622969205586,13.14
VMC,0.26884139081873315,0.2655553639171705,309.63
VNOM,0.359540414680363,0.32953287600398695,45.06
VRNS,0.6356639565889416,0.630476758990085,22.59
VRSK,0.3933445802286393,0.3828728473370398,195.44
VRSN,0.2983095618696113,0.2687166457763416,213.84
VRT,0.6147761016113304,0.6147761016113304,263.71
VRTX,0.39503020639142583,0.39503020639142583,483.94
VSCO,0.8143399683037147,0.703006438290769,62.63
VSEC,0.5528979562229914,0.46000413601366713,221.8
VST,0.5898436617609943,0.5258847382246129,173.57
VTR,0.2289773501739491,0.22837628905883597,86.15
VTRS,0.4844461279779135,0.41000665723306634,16.02
VXX,0.713613390456185,0.713613390456185,27.89
W,0.671253277944939,0.6913060149440923,74.26
WAB,0.25108446889777447,0.25108446889777447,263.0
WAL,0.37509990491018647,0.3892023708548393,88.9
WAT,0.348018120850134,0.3444282140032765,321.32
WBD,0.22576854362769358,0.18616438292577098,29.0
WCC,0.40914999873327934,0.4500647851485727,296.99
WCN,0.19177150596621245,0.20163767685050094,165.94
WDAY,0.5210590418370413,0.5476582188883874,130.24
WDC,0.8555847473145943,0.8480134451685484,294.62
WEC,0.20003227868250098,0.2042290858870284,115.09
WELL,0.2424038313257479,0.25547462147312916,209.26
WFC,0.3049134506350671,0.3049134506350671,86.47
WFRD,0.4584684354575885,0.4733890796549065,105.13
WH,0.30569076191910544,0.32413974341543283,83.83
WHR,0.4665522789070021,0.44617349366583337,71.3
WING,0.529174531832812,0.529174531832812,256.57
WIX,0.9537546112097912,0.7656129312650348,64.4
WLK,0.49983553797329605,0.49983553797329605,102.21000000000001
WM,0.20080428855430682,0.20080428855430682,228.09
WMB,0.28320157011950886,0.2679656089635868,73.65
WMS,0.3479084558980087,0.37014285244859385,169.59
WMT,0.26695604242035326,0.2839888249928308,126.33
WPM,0.5212357298012287,0.4845199061693871,159.31
WRB,0.2266468115008198,0.2399739880592124,71.7
WSM,0.5597645366361006,0.4923931934673123,207.45000000000002
WSO,0.34397727097551006,0.37429875583420197,404.18
WST,0.3641003389405437,0.4140767521774883,247.81
WTW,0.29912420518832705,0.2837822201364197,296.19
WWD,0.337695559085957,0.3661439908567832,396.58
WY,0.3057984614164917,0.3057984614164917,24.35
WYNN,0.3683492324993244,0.3683492324993244,107.38
XEL,0.2241687590959328,0.2165031042647107,83.41
XP,0.45259492025419623,0.45259492025419623,22.25
XYL,0.2542431543266619,0.23905340655163132,127.96000000000001
XYZ,0.6788059095183563,0.6788059095183563,51.7599983215332
YUM,0.20013942509721253,0.2229116364971784,164.81
Z,0.5642897878487481,0.5626394099197555,45.01
ZBH,0.2547732501775254,0.2547732501775254,99.28
ZBRA,0.42149242395038666,0.4218295103015316,238.78
ZETA,0.7355169668942496,0.7309128592259586,17.46
ZIM,0.30267970014109224,0.30181042756786086,28.96
ZION,0.341698172988171,0.33043157493142833,60.57
ZM,0.5410206784510183,0.4312475105484851,85.60000000000001
ZS,0.7468242120877261,0.6162325900204536,152.15
ZTS,0.28366492942798754,0.3112246771777251,127.13000000000001
